id_cliente,idade,sexo,item_comprado,categoria,valor_compra(usd),localização,tamanho_item,cor_item,temporada_compra,classificação_cliente_compra,assinatura_cliente,método_pagamento,tipo_envio_cliente,desconto_compra,código_promocional,transações_concluidas_cliente,preferência_método_pagamento,frequência_compras_cliente,codigo_regiao
3244,45,Feminino,Capuz,Roupas,99,Idaho,L,Preto,Verão,5.0,Não,Venmo,Retirada na loja,Não,Não,11,Transferência Bancária,A cada 3 meses,ID
3245,65,Feminino,Suéter,Roupas,81,Arkansas,M,Preto,Outono,4.7,Não,Transferência Bancária,Expresso,Não,Não,42,Cartão de Crédito,Anualmente,AR
3246,63,Feminino,Calça,Roupas,76,Kansas,M,Roxo,Outono,3.2,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,20,Dinheiro,Semanalmente,KS
3247,70,Feminino,Tênis,Calçados,98,Michigan,M,Magenta,Verão,2.9,Não,Venmo,Retirada na loja,Não,Não,37,Dinheiro,Por mês,MI
3248,53,Feminino,Luvas,Acessórios,91,Arkansas,M,Azul-petrolio,Verão,3.7,Não,Venmo,Expresso,Não,Não,12,PayPal,Quinzenal,AR
3249,22,Feminino,Camiseta,Roupas,79,Pennsylvania,S,Azul-petrolio,Verão,4.2,Não,Venmo,Frete grátis,Não,Não,41,Transferência Bancária,Trimestral,PA
3250,26,Feminino,Mochila,Acessórios,83,Virginia,M,Rosa,Verão,3.4,Não,Cartão de Crédito,Expresso,Não,Não,32,Cartão de Crédito,Trimestral,VA
3251,23,Feminino,Casaco,Agasalhos,90,Minnesota,M,Azul-petrolio,Primavera,2.9,Não,Dinheiro,Envio em 2 dias,Não,Não,15,Venmo,Semanalmente,MN
3252,25,Feminino,Casaco,Agasalhos,20,Nevada,M,Ouro,Inverno,3.7,Não,Cartão de Débito,Padrão,Não,Não,39,Venmo,Trimestral,NV
3253,69,Feminino,Sandálias,Calçados,21,Montana,L,Marrom,Primavera,2.7,Não,Transferência Bancária,Retirada na loja,Não,Não,48,Cartão de Crédito,Quinzenal,MT
3254,36,Feminino,Mochila,Acessórios,60,Nebraska,M,Marrom,Outono,3.2,Não,Cartão de Débito,Envio em 2 dias,Não,Não,8,Venmo,Quinzenal,NE
3255,21,Feminino,Suéter,Roupas,31,Indiana,S,Magenta,Inverno,4.9,Não,Venmo,Retirada na loja,Não,Não,11,Transferência Bancária,A cada 3 meses,IN
3256,57,Feminino,Shorts,Roupas,40,New Jersey,M,Preto,Outono,2.8,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,36,Transferência Bancária,Por mês,NJ
3257,60,Feminino,Oculos de sol,Acessórios,26,Wisconsin,L,Azul-petrolio,Inverno,4.7,Não,Dinheiro,Frete grátis,Não,Não,50,Venmo,A cada 3 meses,WI
3258,44,Feminino,Camisa,Roupas,98,Minnesota,M,Marrom,Outono,3.3,Não,PayPal,Expresso,Não,Não,39,Venmo,A cada 3 meses,MN
3259,31,Feminino,Sapatos,Calçados,51,New Jersey,M,Magenta,Primavera,4.3,Não,Cartão de Débito,Expresso,Não,Não,11,Cartão de Crédito,Bimensalmente,NJ
3260,57,Feminino,Chapéu,Acessórios,95,Oklahoma,XL,Índigo,Outono,3.7,Não,PayPal,Envio em 2 dias,Não,Não,5,Cartão de Débito,A cada 3 meses,OK
3261,39,Feminino,Lenço,Acessórios,36,Wisconsin,M,Violeta,Verão,4.5,Não,Transferência Bancária,Envio em 2 dias,Não,Não,7,Cartão de Crédito,Anualmente,WI
3262,48,Feminino,Cinto,Acessórios,52,Rhode Island,L,Ciano,Inverno,3.4,Não,Transferência Bancária,Retirada na loja,Não,Não,50,Cartão de Débito,Semanalmente,RI
3263,42,Feminino,Camiseta,Roupas,35,Indiana,M,Violeta,Primavera,2.7,Não,Dinheiro,Padrão,Não,Não,21,Dinheiro,A cada 3 meses,IN
3264,56,Feminino,Shorts,Roupas,68,Vermont,S,Preto,Outono,4.4,Não,PayPal,Expresso,Não,Não,31,Cartão de Débito,Quinzenal,VT
3265,28,Feminino,Calça,Roupas,50,Maine,S,Carvão,Inverno,4.0,Não,PayPal,Expresso,Não,Não,39,Dinheiro,Bimensalmente,ME
3266,40,Feminino,Oculos de sol,Acessórios,100,Alabama,M,Branco,Inverno,3.2,Não,Cartão de Crédito,Expresso,Não,Não,28,Cartão de Crédito,Quinzenal,AL
3267,49,Feminino,Casaco,Agasalhos,74,Alabama,S,Cinza,Inverno,4.2,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,33,Transferência Bancária,Semanalmente,AL
3268,37,Feminino,Capuz,Roupas,45,Idaho,L,Rosa,Inverno,3.0,Não,Cartão de Débito,Retirada na loja,Não,Não,42,Cartão de Crédito,Trimestral,ID
3269,22,Feminino,Vestido,Roupas,97,Arkansas,M,Ciano,Outono,2.8,Não,Dinheiro,Frete grátis,Não,Não,5,Transferência Bancária,A cada 3 meses,AR
3270,27,Feminino,Blusa,Roupas,60,Ohio,M,Azul,Inverno,4.9,Não,Venmo,Expresso,Não,Não,25,Dinheiro,Por mês,OH
3271,59,Feminino,Meias,Roupas,25,Illinois,M,Índigo,Inverno,4.7,Não,Dinheiro,Expresso,Não,Não,48,PayPal,Anualmente,IL
3272,35,Feminino,Meias,Roupas,55,Nevada,XL,Magenta,Primavera,4.4,Não,Cartão de Débito,Padrão,Não,Não,30,Cartão de Crédito,Semanalmente,NV
3273,58,Feminino,Sapatos,Calçados,99,Texas,M,Lavanda,Inverno,3.1,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,34,PayPal,Trimestral,TX
3274,58,Feminino,Cinto,Acessórios,45,Nevada,S,Laranja,Verão,2.6,Não,Cartão de Crédito,Frete grátis,Não,Não,34,PayPal,A cada 3 meses,NV
3275,46,Feminino,Suéter,Roupas,20,Oklahoma,M,Ciano,Primavera,3.9,Não,Cartão de Crédito,Retirada na loja,Não,Não,14,Dinheiro,Quinzenal,OK
3276,43,Feminino,Calça,Roupas,88,Alabama,XL,Verde,Verão,2.6,Não,Venmo,Envio em 2 dias,Não,Não,2,Cartão de Débito,Semanalmente,AL
3277,39,Feminino,Lenço,Acessórios,99,South Dakota,M,Branco,Verão,4.0,Não,Cartão de Crédito,Retirada na loja,Não,Não,41,PayPal,A cada 3 meses,SD
3278,59,Feminino,Saia,Roupas,86,Texas,M,Azul,Primavera,4.9,Não,Dinheiro,Retirada na loja,Não,Não,3,Cartão de Crédito,Por mês,TX
3279,59,Feminino,Vestido,Roupas,70,Montana,M,Preto,Verão,3.3,Não,Cartão de Débito,Envio em 2 dias,Não,Não,18,Transferência Bancária,Semanalmente,MT
3280,59,Feminino,Chapéu,Acessórios,50,Wyoming,S,Vermelho,Outono,3.0,Não,Cartão de Crédito,Expresso,Não,Não,1,Cartão de Débito,Quinzenal,WY
3281,45,Feminino,Bolsa,Acessórios,57,New York,L,Vermelho,Inverno,2.7,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,5,PayPal,Por mês,NY
3282,27,Feminino,Calça,Roupas,69,Oregon,L,Ouro,Inverno,3.1,Não,Cartão de Débito,Frete grátis,Não,Não,41,Transferência Bancária,Anualmente,OR
3283,24,Feminino,Camiseta,Roupas,94,California,M,Vermelho,Outono,4.8,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,5,Cartão de Crédito,Por mês,CA
3284,47,Feminino,Jaqueta,Agasalhos,24,North Carolina,L,Roxo,Primavera,2.9,Não,Cartão de Crédito,Expresso,Não,Não,10,Cartão de Débito,A cada 3 meses,NC
3285,70,Feminino,Lenço,Acessórios,79,Kentucky,L,Branco,Primavera,4.5,Não,Cartão de Débito,Envio em 2 dias,Não,Não,20,Venmo,Anualmente,KY
3286,58,Feminino,Chapéu,Acessórios,31,Hawaii,XL,Magenta,Outono,4.6,Não,PayPal,Frete grátis,Não,Não,11,Dinheiro,Semanalmente,HI
3287,45,Feminino,Jaqueta,Agasalhos,67,Illinois,L,Rosa,Inverno,5.0,Não,Venmo,Expresso,Não,Não,4,Venmo,Quinzenal,IL
3288,24,Feminino,Saia,Roupas,63,West Virginia,L,Preto,Primavera,4.3,Não,PayPal,Envio em 2 dias,Não,Não,38,Cartão de Crédito,Semanalmente,WV
3289,67,Feminino,Bolsa,Acessórios,61,South Carolina,XL,Branco,Primavera,4.9,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,19,Cartão de Crédito,Bimensalmente,SC
3290,31,Feminino,Mochila,Acessórios,50,Montana,M,Marrom,Verão,4.0,Não,Venmo,Envio em 2 dias,Não,Não,16,Venmo,A cada 3 meses,MT
3291,52,Feminino,Casaco,Agasalhos,82,North Dakota,L,Preto,Primavera,3.1,Não,Transferência Bancária,Frete grátis,Não,Não,2,PayPal,Por mês,ND
3292,29,Feminino,Cinto,Acessórios,51,New Mexico,L,Oliva,Outono,2.6,Não,Transferência Bancária,Envio em 2 dias,Não,Não,11,Dinheiro,Por mês,NM
3293,62,Feminino,Bolsa,Acessórios,23,Missouri,L,Cinza,Primavera,4.9,Não,Cartão de Débito,Padrão,Não,Não,18,Transferência Bancária,Quinzenal,MO
3294,19,Feminino,Casaco,Agasalhos,91,West Virginia,M,Ouro,Primavera,3.5,Não,Transferência Bancária,Envio em 2 dias,Não,Não,47,Cartão de Crédito,Quinzenal,WV
3295,62,Feminino,Suéter,Roupas,60,South Carolina,S,Magenta,Primavera,4.5,Não,PayPal,Retirada na loja,Não,Não,15,Transferência Bancária,Bimensalmente,SC
3296,70,Feminino,Blusa,Roupas,34,West Virginia,S,Lavanda,Verão,2.8,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,15,Dinheiro,Semanalmente,WV
3297,20,Feminino,Blusa,Roupas,23,Alaska,M,Verde,Primavera,4.2,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,47,Venmo,Trimestral,AK
3298,67,Feminino,Cinto,Acessórios,82,West Virginia,M,Violeta,Outono,4.1,Não,Cartão de Crédito,Frete grátis,Não,Não,47,PayPal,Por mês,WV
3299,65,Feminino,Jaqueta,Agasalhos,73,New Mexico,M,Marrom,Outono,3.5,Não,PayPal,Expresso,Não,Não,6,Transferência Bancária,A cada 3 meses,NM
3300,45,Feminino,Shorts,Roupas,32,South Dakota,L,Azul-petrolio,Primavera,4.0,Não,Transferência Bancária,Envio em 2 dias,Não,Não,18,Venmo,Por mês,SD
3301,26,Feminino,Chapéu,Acessórios,80,Oklahoma,M,Carvão,Primavera,4.0,Não,Cartão de Débito,Expresso,Não,Não,40,Transferência Bancária,Bimensalmente,OK
3302,36,Feminino,Calça,Roupas,58,Oklahoma,XL,Carvão,Verão,2.5,Não,PayPal,Frete grátis,Não,Não,31,Cartão de Crédito,Quinzenal,OK
3303,36,Feminino,Blusa,Roupas,82,Alabama,XL,Bege,Inverno,4.2,Não,Venmo,Padrão,Não,Não,31,Venmo,Bimensalmente,AL
3304,20,Feminino,Cinto,Acessórios,60,Mississippi,S,Turquesa,Verão,3.4,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,4,Cartão de Crédito,Quinzenal,MS
3305,30,Feminino,Bolsa,Acessórios,79,Mississippi,XL,Laranja,Outono,4.8,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,36,Transferência Bancária,A cada 3 meses,MS
3306,34,Feminino,Capuz,Roupas,41,Nebraska,L,Ciano,Verão,4.9,Não,Transferência Bancária,Padrão,Não,Não,31,PayPal,Bimensalmente,NE
3307,63,Feminino,Jaqueta,Agasalhos,39,Colorado,L,Laranja,Verão,3.6,Não,Dinheiro,Retirada na loja,Não,Não,6,Venmo,Quinzenal,CO
3308,18,Feminino,Lenço,Acessórios,36,Pennsylvania,S,Verde,Inverno,4.0,Não,Cartão de Crédito,Retirada na loja,Não,Não,1,Dinheiro,Por mês,PA
3309,55,Feminino,Jeans,Roupas,70,Utah,M,Rosa,Outono,2.6,Não,Venmo,Expresso,Não,Não,29,Dinheiro,Por mês,UT
3310,48,Feminino,Bolsa,Acessórios,47,Massachusetts,M,Azul,Verão,3.1,Não,Cartão de Crédito,Retirada na loja,Não,Não,19,PayPal,Por mês,MA
3311,45,Feminino,Jaqueta,Agasalhos,27,Iowa,M,Rosa,Inverno,3.6,Não,Cartão de Débito,Frete grátis,Não,Não,12,PayPal,Quinzenal,IA
3312,29,Feminino,Chapéu,Acessórios,52,Florida,L,Azul,Verão,4.0,Não,PayPal,Expresso,Não,Não,18,Transferência Bancária,Anualmente,FL
3313,55,Feminino,Tênis,Calçados,75,Louisiana,L,Preto,Verão,3.9,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,45,Dinheiro,Trimestral,LA
3314,55,Feminino,Chapéu,Acessórios,30,Kansas,XL,Preto,Outono,3.9,Não,Dinheiro,Expresso,Não,Não,45,Cartão de Crédito,Por mês,KS
3315,55,Feminino,Meias,Roupas,94,Kansas,M,Violeta,Primavera,3.3,Não,PayPal,Padrão,Não,Não,8,Cartão de Crédito,Trimestral,KS
3316,48,Feminino,Lenço,Acessórios,68,Kentucky,S,Ouro,Verão,2.9,Não,Cartão de Crédito,Padrão,Não,Não,4,PayPal,A cada 3 meses,KY
3317,42,Feminino,Meias,Roupas,45,New Mexico,M,Oliva,Verão,3.1,Não,Dinheiro,Frete grátis,Não,Não,5,Cartão de Débito,Quinzenal,NM
3318,21,Feminino,Chapéu,Acessórios,67,North Carolina,XL,Rosa,Verão,4.7,Não,Cartão de Débito,Padrão,Não,Não,30,Dinheiro,Trimestral,NC
3319,45,Feminino,Jaqueta,Agasalhos,46,North Dakota,M,Oliva,Verão,3.9,Não,Venmo,Frete grátis,Não,Não,15,PayPal,Por mês,ND
3320,23,Feminino,Shorts,Roupas,31,North Dakota,M,Índigo,Verão,4.3,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,17,Cartão de Crédito,A cada 3 meses,ND
3321,66,Feminino,Blusa,Roupas,44,Illinois,XL,Prata,Outono,4.2,Não,Dinheiro,Envio em 2 dias,Não,Não,45,Dinheiro,A cada 3 meses,IL
3322,32,Feminino,Casaco,Agasalhos,100,Maine,S,Carvão,Inverno,4.3,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,3,Venmo,Anualmente,ME
3323,52,Feminino,Suéter,Roupas,92,Indiana,XL,Laranja,Inverno,4.6,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,43,PayPal,Semanalmente,IN
3324,54,Feminino,Bolsa,Acessórios,78,North Dakota,M,Amarelo,Inverno,3.8,Não,Venmo,Frete grátis,Não,Não,4,Cartão de Crédito,Por mês,ND
3325,37,Feminino,Camiseta,Roupas,32,Missouri,S,Vermelho,Outono,3.3,Não,Venmo,Padrão,Não,Não,41,Venmo,Semanalmente,MO
3326,29,Feminino,Sandálias,Calçados,97,Alaska,M,Marrom,Outono,3.7,Não,Cartão de Débito,Envio em 2 dias,Não,Não,16,Venmo,Por mês,AK
3327,47,Feminino,Luvas,Acessórios,95,North Dakota,M,Magenta,Verão,4.3,Não,Dinheiro,Padrão,Não,Não,10,Cartão de Débito,Anualmente,ND
3328,47,Feminino,Shorts,Roupas,64,Connecticut,M,Preto,Primavera,4.1,Não,Transferência Bancária,Expresso,Não,Não,2,Cartão de Débito,Trimestral,CT
3329,42,Feminino,Sandálias,Calçados,35,Wisconsin,M,Violeta,Primavera,3.2,Não,Venmo,Frete grátis,Não,Não,11,Dinheiro,Bimensalmente,WI
3330,34,Feminino,Mochila,Acessórios,54,New Jersey,M,Cinza,Inverno,3.8,Não,Cartão de Débito,Expresso,Não,Não,1,Cartão de Débito,Bimensalmente,NJ
3331,38,Feminino,Tênis,Calçados,96,Missouri,M,Preto,Primavera,3.2,Não,PayPal,Envio em 2 dias,Não,Não,41,Transferência Bancária,Trimestral,MO
3332,55,Feminino,Oculos de sol,Acessórios,58,California,M,Rosa,Verão,3.5,Não,Cartão de Débito,Frete grátis,Não,Não,39,PayPal,Trimestral,CA
3333,27,Feminino,Camiseta,Roupas,23,Washington,M,Prata,Verão,3.1,Não,PayPal,Envio em 2 dias,Não,Não,1,PayPal,Bimensalmente,WA
3334,55,Feminino,Jeans,Roupas,35,Minnesota,M,Violeta,Primavera,4.2,Não,Cartão de Débito,Expresso,Não,Não,3,PayPal,Por mês,MN
3335,66,Feminino,Camisa,Roupas,23,California,M,Bege,Verão,3.4,Não,Transferência Bancária,Frete grátis,Não,Não,21,Cartão de Crédito,Anualmente,CA
3336,44,Feminino,Chapéu,Acessórios,94,Texas,XL,Ciano,Inverno,3.5,Não,Cartão de Crédito,Expresso,Não,Não,48,Transferência Bancária,Trimestral,TX
3337,39,Feminino,Blusa,Roupas,45,Montana,M,Marrom,Outono,4.0,Não,Venmo,Frete grátis,Não,Não,24,Cartão de Débito,Anualmente,MT
3338,23,Feminino,Jaqueta,Agasalhos,23,Arizona,L,Azul,Inverno,4.4,Não,Transferência Bancária,Envio em 2 dias,Não,Não,45,Transferência Bancária,Bimensalmente,AZ
3339,29,Feminino,Saia,Roupas,94,Minnesota,L,Branco,Inverno,2.9,Não,Venmo,Envio em 2 dias,Não,Não,46,Cartão de Crédito,Por mês,MN
3340,20,Feminino,Luvas,Acessórios,99,Nebraska,M,Ciano,Outono,3.6,Não,Cartão de Débito,Retirada na loja,Não,Não,35,Dinheiro,Quinzenal,NE
3341,42,Feminino,Camiseta,Roupas,36,Virginia,XL,Marrom,Outono,4.4,Não,Cartão de Crédito,Frete grátis,Não,Não,47,Cartão de Crédito,Quinzenal,VA
3342,55,Feminino,Jaqueta,Agasalhos,50,Connecticut,XL,Oliva,Verão,4.5,Não,Venmo,Padrão,Não,Não,35,Cartão de Crédito,Por mês,CT
3343,66,Feminino,Jaqueta,Agasalhos,81,New Jersey,M,Violeta,Primavera,3.8,Não,Cartão de Crédito,Frete grátis,Não,Não,45,Cartão de Crédito,Semanalmente,NJ
3344,24,Feminino,Shorts,Roupas,31,Kentucky,XL,Verde,Inverno,3.6,Não,Transferência Bancária,Envio em 2 dias,Não,Não,6,Dinheiro,Bimensalmente,KY
3345,62,Feminino,Chapéu,Acessórios,48,Washington,XL,Magenta,Outono,4.3,Não,Cartão de Débito,Frete grátis,Não,Não,20,Dinheiro,Anualmente,WA
3346,28,Feminino,Bolsa,Acessórios,91,Florida,M,Turquesa,Verão,4.0,Não,Dinheiro,Envio em 2 dias,Não,Não,3,Venmo,Bimensalmente,FL
3347,30,Feminino,Jeans,Roupas,99,Oklahoma,M,Preto,Verão,3.4,Não,PayPal,Expresso,Não,Não,30,Venmo,Trimestral,OK
3348,22,Feminino,Sapatos,Calçados,70,Iowa,XL,Ciano,Verão,4.4,Não,Cartão de Crédito,Padrão,Não,Não,28,PayPal,Bimensalmente,IA
3349,28,Feminino,Camiseta,Roupas,74,New Hampshire,L,Cinza,Inverno,2.8,Não,PayPal,Padrão,Não,Não,15,Dinheiro,A cada 3 meses,NH
3350,35,Feminino,Joia,Acessórios,79,Georgia,M,Vermelho,Outono,2.8,Não,Dinheiro,Retirada na loja,Não,Não,29,PayPal,Trimestral,GA
3351,45,Feminino,Bolsa,Acessórios,33,Mississippi,S,Oliva,Outono,4.9,Não,PayPal,Envio em 2 dias,Não,Não,15,Dinheiro,Bimensalmente,MS
3352,43,Feminino,Camisa,Roupas,49,New Hampshire,L,Ciano,Primavera,4.2,Não,Dinheiro,Envio em 2 dias,Não,Não,18,Transferência Bancária,Quinzenal,NH
3353,55,Feminino,Cinto,Acessórios,96,Washington,M,Azul-petrolio,Verão,2.9,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,7,Transferência Bancária,Bimensalmente,WA
3354,31,Feminino,Vestido,Roupas,66,Ohio,L,Azul-petrolio,Outono,4.6,Não,Cartão de Débito,Frete grátis,Não,Não,19,Cartão de Crédito,A cada 3 meses,OH
3355,42,Feminino,Saia,Roupas,45,Maryland,M,Laranja,Outono,2.8,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,15,PayPal,Semanalmente,MD
3356,40,Feminino,Blusa,Roupas,28,Delaware,M,Pêssego,Primavera,2.6,Não,Cartão de Débito,Retirada na loja,Não,Não,3,Transferência Bancária,Bimensalmente,DE
3357,39,Feminino,Jeans,Roupas,48,Tennessee,M,Prata,Verão,3.5,Não,Cartão de Crédito,Retirada na loja,Não,Não,13,PayPal,Bimensalmente,TN
3358,41,Feminino,Capuz,Roupas,67,Arkansas,M,Rosa,Inverno,3.5,Não,Venmo,Frete grátis,Não,Não,37,Cartão de Crédito,Por mês,AR
3359,56,Feminino,Camiseta,Roupas,59,Tennessee,M,Magenta,Outono,3.4,Não,Cartão de Débito,Envio em 2 dias,Não,Não,26,Dinheiro,Anualmente,TN
3360,43,Feminino,Oculos de sol,Acessórios,74,New Hampshire,L,Vermelho,Outono,3.9,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,29,Cartão de Débito,Por mês,NH
3361,22,Feminino,Jaqueta,Agasalhos,81,Minnesota,M,Marrom,Primavera,3.3,Não,Venmo,Envio em 2 dias,Não,Não,47,Dinheiro,A cada 3 meses,MN
3362,47,Feminino,Sapatos,Calçados,26,Florida,M,Prata,Primavera,4.1,Não,Cartão de Crédito,Frete grátis,Não,Não,47,Cartão de Crédito,Bimensalmente,FL
3363,50,Feminino,Bolsa,Acessórios,61,Tennessee,M,Cinza,Verão,3.0,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,48,Venmo,Quinzenal,TN
3364,58,Feminino,Suéter,Roupas,23,California,M,Turquesa,Inverno,3.0,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,46,Transferência Bancária,Bimensalmente,CA
3365,50,Feminino,Lenço,Acessórios,33,Oregon,M,Pêssego,Outono,3.2,Não,Dinheiro,Padrão,Não,Não,7,Cartão de Crédito,Por mês,OR
3366,43,Feminino,Saia,Roupas,58,Tennessee,L,Azul-petrolio,Outono,3.9,Não,Transferência Bancária,Expresso,Não,Não,45,Cartão de Crédito,A cada 3 meses,TN
3367,38,Feminino,Luvas,Acessórios,65,North Carolina,M,Vermelho,Primavera,3.6,Não,Venmo,Envio em 2 dias,Não,Não,47,Cartão de Débito,Trimestral,NC
3368,44,Feminino,Camiseta,Roupas,48,Tennessee,M,Azul,Verão,3.1,Não,Cartão de Crédito,Retirada na loja,Não,Não,6,Venmo,Quinzenal,TN
3369,30,Feminino,Sandálias,Calçados,25,Nebraska,M,Azul,Primavera,4.8,Não,Dinheiro,Expresso,Não,Não,29,Transferência Bancária,A cada 3 meses,NE
3370,47,Feminino,Suéter,Roupas,51,Maine,M,Índigo,Inverno,3.8,Não,Cartão de Débito,Envio em 2 dias,Não,Não,42,Dinheiro,Por mês,ME
3371,30,Feminino,Cinto,Acessórios,31,Illinois,M,Carvão,Verão,2.8,Não,Venmo,Retirada na loja,Não,Não,46,Dinheiro,Quinzenal,IL
3372,49,Feminino,Capuz,Roupas,99,Colorado,S,Turquesa,Inverno,4.0,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,28,PayPal,Anualmente,CO
3373,56,Feminino,Meias,Roupas,25,Pennsylvania,M,Marrom,Inverno,4.6,Não,Cartão de Crédito,Frete grátis,Não,Não,14,Cartão de Crédito,A cada 3 meses,PA
3374,70,Feminino,Sandálias,Calçados,52,Minnesota,M,Roxo,Primavera,3.5,Não,Cartão de Débito,Retirada na loja,Não,Não,12,Cartão de Débito,A cada 3 meses,MN
3375,22,Feminino,Blusa,Roupas,47,Nevada,S,Lavanda,Primavera,3.7,Não,Cartão de Débito,Envio em 2 dias,Não,Não,41,Cartão de Débito,Anualmente,NV
3376,51,Feminino,Botas,Calçados,98,Connecticut,XL,Amarelo,Outono,4.9,Não,Cartão de Débito,Expresso,Não,Não,8,Cartão de Crédito,Anualmente,CT
3377,22,Feminino,Chapéu,Acessórios,46,Ohio,M,Verde,Inverno,4.1,Não,Cartão de Crédito,Retirada na loja,Não,Não,24,Dinheiro,Trimestral,OH
3378,37,Feminino,Camisa,Roupas,32,Kentucky,M,Amarelo,Inverno,4.6,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,18,PayPal,Quinzenal,KY
3379,49,Feminino,Shorts,Roupas,75,Minnesota,L,Ouro,Outono,4.5,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,6,Dinheiro,Trimestral,MN
3380,61,Feminino,Bolsa,Acessórios,51,Tennessee,L,Turquesa,Verão,5.0,Não,Cartão de Débito,Retirada na loja,Não,Não,40,Dinheiro,Semanalmente,TN
3381,41,Feminino,Vestido,Roupas,52,North Dakota,L,Azul,Verão,3.8,Não,PayPal,Padrão,Não,Não,6,PayPal,A cada 3 meses,ND
3382,57,Feminino,Chapéu,Acessórios,66,Minnesota,L,Turquesa,Inverno,4.7,Não,Transferência Bancária,Padrão,Não,Não,27,Cartão de Crédito,Trimestral,MN
3383,34,Feminino,Suéter,Roupas,35,Nebraska,M,Marrom,Primavera,2.8,Não,Transferência Bancária,Expresso,Não,Não,2,Transferência Bancária,Semanalmente,NE
3384,27,Feminino,Casaco,Agasalhos,43,Delaware,M,Rosa,Outono,2.6,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,39,Venmo,Bimensalmente,DE
3385,39,Feminino,Capuz,Roupas,24,Minnesota,L,Marrom,Verão,3.8,Não,Cartão de Crédito,Frete grátis,Não,Não,9,Venmo,Trimestral,MN
3386,62,Feminino,Joia,Acessórios,83,Rhode Island,M,Oliva,Inverno,2.8,Não,PayPal,Padrão,Não,Não,16,Cartão de Crédito,A cada 3 meses,RI
3387,34,Feminino,Camiseta,Roupas,62,Michigan,M,Lavanda,Outono,2.6,Não,Cartão de Débito,Envio em 2 dias,Não,Não,36,Dinheiro,Trimestral,MI
3388,53,Feminino,Calça,Roupas,78,New Jersey,S,Rosa,Primavera,3.4,Não,Venmo,Envio em 2 dias,Não,Não,2,Cartão de Crédito,Bimensalmente,NJ
3389,35,Feminino,Suéter,Roupas,61,South Dakota,M,Ciano,Primavera,4.5,Não,Venmo,Retirada na loja,Não,Não,21,Cartão de Crédito,Semanalmente,SD
3390,38,Feminino,Calça,Roupas,57,North Carolina,L,Marrom,Outono,3.8,Não,Cartão de Crédito,Frete grátis,Não,Não,39,Venmo,Anualmente,NC
3391,32,Feminino,Meias,Roupas,70,Oregon,S,Vermelho,Verão,3.0,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,38,PayPal,Anualmente,OR
3392,47,Feminino,Capuz,Roupas,57,Montana,M,Prata,Outono,3.7,Não,Dinheiro,Envio em 2 dias,Não,Não,6,Cartão de Débito,A cada 3 meses,MT
3393,53,Feminino,Lenço,Acessórios,74,New Jersey,XL,Azul,Inverno,4.4,Não,Cartão de Crédito,Frete grátis,Não,Não,6,Venmo,Bimensalmente,NJ
3394,60,Feminino,Vestido,Roupas,90,Arizona,M,Ouro,Outono,3.1,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,50,Cartão de Débito,Por mês,AZ
3395,31,Feminino,Sandálias,Calçados,98,Vermont,S,Amarelo,Primavera,4.2,Não,Dinheiro,Retirada na loja,Não,Não,9,PayPal,Anualmente,VT
3396,44,Feminino,Vestido,Roupas,43,Colorado,M,Prata,Inverno,3.1,Não,Cartão de Débito,Frete grátis,Não,Não,15,Cartão de Débito,A cada 3 meses,CO
3397,29,Feminino,Calça,Roupas,37,Tennessee,XL,Preto,Inverno,5.0,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,5,PayPal,Trimestral,TN
3398,19,Feminino,Blusa,Roupas,38,New Jersey,L,Amarelo,Verão,2.7,Não,Transferência Bancária,Padrão,Não,Não,13,Transferência Bancária,Bimensalmente,NJ
3399,54,Feminino,Jeans,Roupas,60,Montana,L,Rosa,Inverno,3.8,Não,Dinheiro,Padrão,Não,Não,44,Dinheiro,Quinzenal,MT
