id_cliente,idade,sexo,item_comprado,categoria,valor_compra(usd),localização,tamanho_item,cor_item,temporada_compra,classificação_cliente_compra,assinatura_cliente,método_pagamento,tipo_envio_cliente,desconto_compra,código_promocional,transações_concluidas_cliente,preferência_método_pagamento,frequência_compras_cliente
3377,22,Feminino,Chapéu,Acessórios,46,Ohio,M,Verde,Inverno,4.1,Não,Cartão de Crédito,Retirada na loja,Não,Não,24,Dinheiro,Trimestral
3378,37,Feminino,Camisa,Roupas,32,Kentucky,M,Amarelo,Inverno,4.6,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,18,PayPal,Quinzenal
3379,49,Feminino,Shorts,Roupas,75,Minnesota,L,Ouro,Outono,4.5,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,6,Dinheiro,Trimestral
3380,61,Feminino,Bolsa,Acessórios,51,Tennessee,L,Turquesa,Verão,5.0,Não,Cartão de Débito,Retirada na loja,Não,Não,40,Dinheiro,Semanalmente
3381,41,Feminino,Vestido,Roupas,52,North Dakota,L,Azul,Verão,3.8,Não,PayPal,Padrão,Não,Não,6,PayPal,A cada 3 meses
3382,57,Feminino,Chapéu,Acessórios,66,Minnesota,L,Turquesa,Inverno,4.7,Não,Transferência Bancária,Padrão,Não,Não,27,Cartão de Crédito,Trimestral
3383,34,Feminino,Suéter,Roupas,35,Nebraska,M,Marrom,Primavera,2.8,Não,Transferência Bancária,Expresso,Não,Não,2,Transferência Bancária,Semanalmente
3384,27,Feminino,Casaco,Agasalhos,43,Delaware,M,Rosa,Outono,2.6,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,39,Venmo,Bimensalmente
3385,39,Feminino,Capuz,Roupas,24,Minnesota,L,Marrom,Verão,3.8,Não,Cartão de Crédito,Frete grátis,Não,Não,9,Venmo,Trimestral
3386,62,Feminino,Joia,Acessórios,83,Rhode Island,M,Oliva,Inverno,2.8,Não,PayPal,Padrão,Não,Não,16,Cartão de Crédito,A cada 3 meses
3387,34,Feminino,Camiseta,Roupas,62,Michigan,M,Lavanda,Outono,2.6,Não,Cartão de Débito,Envio em 2 dias,Não,Não,36,Dinheiro,Trimestral
3388,53,Feminino,Calça,Roupas,78,New Jersey,S,Rosa,Primavera,3.4,Não,Venmo,Envio em 2 dias,Não,Não,2,Cartão de Crédito,Bimensalmente
3389,35,Feminino,Suéter,Roupas,61,South Dakota,M,Ciano,Primavera,4.5,Não,Venmo,Retirada na loja,Não,Não,21,Cartão de Crédito,Semanalmente
3390,38,Feminino,Calça,Roupas,57,North Carolina,L,Marrom,Outono,3.8,Não,Cartão de Crédito,Frete grátis,Não,Não,39,Venmo,Anualmente
3391,32,Feminino,Meias,Roupas,70,Oregon,S,Vermelho,Verão,3.0,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,38,PayPal,Anualmente
3392,47,Feminino,Capuz,Roupas,57,Montana,M,Prata,Outono,3.7,Não,Dinheiro,Envio em 2 dias,Não,Não,6,Cartão de Débito,A cada 3 meses
3393,53,Feminino,Lenço,Acessórios,74,New Jersey,XL,Azul,Inverno,4.4,Não,Cartão de Crédito,Frete grátis,Não,Não,6,Venmo,Bimensalmente
3394,60,Feminino,Vestido,Roupas,90,Arizona,M,Ouro,Outono,3.1,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,50,Cartão de Débito,Por mês
3395,31,Feminino,Sandálias,Calçados,98,Vermont,S,Amarelo,Primavera,4.2,Não,Dinheiro,Retirada na loja,Não,Não,9,PayPal,Anualmente
3396,44,Feminino,Vestido,Roupas,43,Colorado,M,Prata,Inverno,3.1,Não,Cartão de Débito,Frete grátis,Não,Não,15,Cartão de Débito,A cada 3 meses
3397,29,Feminino,Calça,Roupas,37,Tennessee,XL,Preto,Inverno,5.0,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,5,PayPal,Trimestral
3398,19,Feminino,Blusa,Roupas,38,New Jersey,L,Amarelo,Verão,2.7,Não,Transferência Bancária,Padrão,Não,Não,13,Transferência Bancária,Bimensalmente
3399,54,Feminino,Jeans,Roupas,60,Montana,L,Rosa,Inverno,3.8,Não,Dinheiro,Padrão,Não,Não,44,Dinheiro,Quinzenal
3400,40,Feminino,Calça,Roupas,55,Montana,XL,Amarelo,Inverno,3.3,Não,Cartão de Débito,Padrão,Não,Não,36,Cartão de Débito,Anualmente
3401,39,Feminino,Oculos de sol,Acessórios,51,Nevada,M,Lavanda,Outono,4.8,Não,Cartão de Débito,Frete grátis,Não,Não,18,Venmo,Quinzenal
3402,44,Feminino,Mochila,Acessórios,71,Nevada,L,Pêssego,Inverno,3.4,Não,Venmo,Padrão,Não,Não,39,Cartão de Crédito,Semanalmente
3403,22,Feminino,Capuz,Roupas,61,Louisiana,M,Preto,Primavera,4.4,Não,Venmo,Envio em 2 dias,Não,Não,11,PayPal,A cada 3 meses
3404,30,Feminino,Botas,Calçados,65,Illinois,M,Oliva,Verão,3.9,Não,Cartão de Crédito,Padrão,Não,Não,1,Dinheiro,Bimensalmente
3405,69,Feminino,Luvas,Acessórios,34,South Carolina,L,Oliva,Outono,3.9,Não,Dinheiro,Envio em 2 dias,Não,Não,34,Cartão de Crédito,Anualmente
3406,28,Feminino,Blusa,Roupas,87,Washington,M,Branco,Verão,4.2,Não,Venmo,Retirada na loja,Não,Não,47,Transferência Bancária,Bimensalmente
3407,57,Feminino,Suéter,Roupas,79,Nebraska,M,Vermelho,Primavera,4.0,Não,Venmo,Retirada na loja,Não,Não,24,Venmo,Trimestral
3408,46,Feminino,Vestido,Roupas,46,Alabama,S,Roxo,Primavera,2.6,Não,Transferência Bancária,Retirada na loja,Não,Não,20,Dinheiro,Trimestral
3409,48,Feminino,Meias,Roupas,72,Montana,L,Roxo,Verão,4.4,Não,PayPal,Padrão,Não,Não,11,Transferência Bancária,Anualmente
3410,24,Feminino,Camisa,Roupas,93,Minnesota,M,Azul-petrolio,Verão,3.2,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,3,Cartão de Crédito,A cada 3 meses
3411,50,Feminino,Sandálias,Calçados,76,Ohio,L,Azul-petrolio,Verão,4.3,Não,PayPal,Frete grátis,Não,Não,38,Transferência Bancária,Bimensalmente
3412,29,Feminino,Sapatos,Calçados,56,New York,L,Cinza,Inverno,4.9,Não,Venmo,Envio em 2 dias,Não,Não,45,Dinheiro,Semanalmente
3413,61,Feminino,Sandálias,Calçados,83,Indiana,M,Magenta,Outono,3.8,Não,Cartão de Crédito,Retirada na loja,Não,Não,31,Venmo,Trimestral
3414,34,Feminino,Luvas,Acessórios,90,Delaware,XL,Preto,Inverno,2.5,Não,Dinheiro,Expresso,Não,Não,16,PayPal,Bimensalmente
3415,27,Feminino,Botas,Calçados,94,Connecticut,M,Marrom,Primavera,4.9,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,3,Transferência Bancária,Trimestral
3416,38,Feminino,Blusa,Roupas,68,New York,M,Ouro,Outono,3.0,Não,Cartão de Crédito,Envio em 2 dias,Não,Não,15,Transferência Bancária,Anualmente
3417,25,Feminino,Sandálias,Calçados,53,Alabama,M,Roxo,Primavera,3.2,Não,PayPal,Retirada na loja,Não,Não,11,Transferência Bancária,A cada 3 meses
3418,54,Feminino,Casaco,Agasalhos,35,Massachusetts,M,Azul,Verão,2.9,Não,PayPal,Envio em 2 dias,Não,Não,22,Cartão de Débito,Quinzenal
3419,53,Feminino,Jaqueta,Agasalhos,30,South Carolina,M,Bege,Verão,2.8,Não,Dinheiro,Frete grátis,Não,Não,35,Cartão de Débito,Anualmente
3420,23,Feminino,Joia,Acessórios,26,West Virginia,L,Índigo,Inverno,3.1,Não,Venmo,Retirada na loja,Não,Não,5,Venmo,Bimensalmente
3421,19,Feminino,Chapéu,Acessórios,60,Kentucky,M,Roxo,Inverno,3.4,Não,Cartão de Débito,Expresso,Não,Não,35,PayPal,Bimensalmente
3422,57,Feminino,Sapatos,Calçados,30,New Jersey,M,Marrom,Verão,2.9,Não,PayPal,Frete grátis,Não,Não,27,PayPal,Semanalmente
3423,19,Feminino,Casaco,Agasalhos,91,New York,L,Bege,Inverno,3.2,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,9,Venmo,Por mês
3424,33,Feminino,Botas,Calçados,71,Massachusetts,M,Marrom,Primavera,3.8,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,21,PayPal,Bimensalmente
3425,33,Feminino,Lenço,Acessórios,64,Florida,L,Verde,Verão,3.6,Não,Venmo,Envio em 2 dias,Não,Não,23,Cartão de Crédito,Por mês
3426,38,Feminino,Chapéu,Acessórios,54,Michigan,M,Azul,Verão,4.3,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,3,Cartão de Débito,Bimensalmente
3427,47,Feminino,Meias,Roupas,35,Oregon,XL,Magenta,Outono,4.8,Não,PayPal,Envio em 2 dias,Não,Não,31,Cartão de Crédito,Anualmente
3428,39,Feminino,Camiseta,Roupas,38,Michigan,XL,Turquesa,Inverno,2.5,Não,Transferência Bancária,Retirada na loja,Não,Não,44,Dinheiro,Anualmente
3429,32,Feminino,Joia,Acessórios,69,Washington,M,Cinza,Outono,2.5,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,20,Venmo,Por mês
3430,27,Feminino,Saia,Roupas,96,Alaska,S,Roxo,Inverno,4.6,Não,Cartão de Débito,Expresso,Não,Não,34,Cartão de Débito,Semanalmente
3431,67,Feminino,Meias,Roupas,73,Montana,M,Lavanda,Inverno,4.2,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,17,Transferência Bancária,A cada 3 meses
3432,46,Feminino,Cinto,Acessórios,49,New Mexico,S,Verde,Verão,4.2,Não,Dinheiro,Expresso,Não,Não,20,Venmo,Anualmente
3433,36,Feminino,Botas,Calçados,44,Connecticut,M,Cinza,Verão,4.8,Não,Cartão de Crédito,Envio em 2 dias,Não,Não,46,PayPal,A cada 3 meses
3434,62,Feminino,Meias,Roupas,93,Alaska,M,Amarelo,Primavera,4.5,Não,Dinheiro,Frete grátis,Não,Não,28,PayPal,Anualmente
3435,31,Feminino,Calça,Roupas,72,Ohio,S,Laranja,Verão,3.3,Não,PayPal,Envio em 2 dias,Não,Não,6,Venmo,Quinzenal
3436,68,Feminino,Meias,Roupas,91,Montana,M,Bege,Verão,2.7,Não,Cartão de Débito,Envio em 2 dias,Não,Não,50,Cartão de Débito,Bimensalmente
3437,57,Feminino,Cinto,Acessórios,83,Nebraska,L,Pêssego,Inverno,2.8,Não,Venmo,Envio em 2 dias,Não,Não,41,Transferência Bancária,Por mês
3438,22,Feminino,Jaqueta,Agasalhos,62,Oklahoma,S,Verde,Inverno,3.5,Não,Venmo,Envio em 2 dias,Não,Não,50,PayPal,Anualmente
3439,26,Feminino,Camisa,Roupas,71,Kentucky,M,Violeta,Outono,3.0,Não,Cartão de Débito,Retirada na loja,Não,Não,33,Cartão de Crédito,Por mês
3440,43,Feminino,Luvas,Acessórios,93,Idaho,M,Cinza,Verão,4.5,Não,Dinheiro,Expresso,Não,Não,25,Venmo,Trimestral
3441,45,Feminino,Bolsa,Acessórios,63,Maryland,L,Magenta,Outono,4.3,Não,Cartão de Crédito,Envio em 2 dias,Não,Não,2,PayPal,Semanalmente
3442,64,Feminino,Suéter,Roupas,96,Tennessee,XL,Carvão,Outono,4.1,Não,Cartão de Débito,Padrão,Não,Não,15,Cartão de Crédito,Anualmente
3443,28,Feminino,Saia,Roupas,78,Michigan,M,Violeta,Primavera,4.3,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,12,PayPal,Semanalmente
3444,47,Feminino,Vestido,Roupas,24,Tennessee,L,Prata,Verão,5.0,Não,PayPal,Frete grátis,Não,Não,28,Dinheiro,Bimensalmente
3445,53,Feminino,Calça,Roupas,63,Rhode Island,S,Verde,Verão,3.8,Não,Dinheiro,Envio em 2 dias,Não,Não,12,Transferência Bancária,Bimensalmente
3446,42,Feminino,Chapéu,Acessórios,58,Florida,M,Magenta,Outono,4.9,Não,Venmo,Padrão,Não,Não,3,Cartão de Débito,Anualmente
3447,51,Feminino,Botas,Calçados,55,Louisiana,S,Roxo,Primavera,5.0,Não,Cartão de Débito,Envio em 2 dias,Não,Não,20,Dinheiro,Semanalmente
3448,62,Feminino,Sandálias,Calçados,58,Arkansas,M,Azul,Outono,4.3,Não,Cartão de Débito,Expresso,Não,Não,3,Transferência Bancária,Bimensalmente
3449,18,Feminino,Casaco,Agasalhos,28,Kentucky,S,Amarelo,Inverno,4.1,Não,PayPal,Expresso,Não,Não,32,Transferência Bancária,Quinzenal
3450,48,Feminino,Blusa,Roupas,37,Kansas,M,Marrom,Primavera,4.5,Não,PayPal,Padrão,Não,Não,35,Dinheiro,Por mês
3451,20,Feminino,Shorts,Roupas,78,Vermont,M,Rosa,Primavera,3.6,Não,PayPal,Retirada na loja,Não,Não,31,PayPal,Por mês
3452,32,Feminino,Blusa,Roupas,73,Nevada,XL,Prata,Outono,3.0,Não,Transferência Bancária,Frete grátis,Não,Não,13,Cartão de Crédito,Anualmente
3453,26,Feminino,Jaqueta,Agasalhos,20,Oklahoma,M,Índigo,Primavera,3.7,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,3,Venmo,Quinzenal
3454,31,Feminino,Camisa,Roupas,60,Alabama,L,Rosa,Inverno,4.3,Não,Venmo,Padrão,Não,Não,48,Venmo,Bimensalmente
3455,55,Feminino,Bolsa,Acessórios,71,Louisiana,S,Lavanda,Outono,4.6,Não,Dinheiro,Retirada na loja,Não,Não,15,PayPal,Bimensalmente
3456,49,Feminino,Camiseta,Roupas,89,Ohio,M,Laranja,Outono,4.7,Não,Transferência Bancária,Padrão,Não,Não,13,Venmo,Anualmente
3457,42,Feminino,Capuz,Roupas,53,Texas,M,Vermelho,Outono,4.6,Não,Transferência Bancária,Expresso,Não,Não,21,Venmo,Por mês
3458,64,Feminino,Joia,Acessórios,87,Maryland,M,Cinza,Verão,3.0,Não,Transferência Bancária,Expresso,Não,Não,29,Dinheiro,Quinzenal
3459,68,Feminino,Joia,Acessórios,37,West Virginia,L,Violeta,Primavera,3.4,Não,PayPal,Padrão,Não,Não,24,Venmo,Trimestral
3460,68,Feminino,Capuz,Roupas,37,Ohio,L,Verde,Outono,3.8,Não,Venmo,Expresso,Não,Não,21,PayPal,Anualmente
3461,41,Feminino,Lenço,Acessórios,78,Indiana,M,Ouro,Primavera,3.1,Não,Cartão de Crédito,Expresso,Não,Não,5,Transferência Bancária,Bimensalmente
3462,51,Feminino,Sapatos,Calçados,23,Wyoming,S,Marrom,Primavera,4.4,Não,Venmo,Padrão,Não,Não,47,Dinheiro,Trimestral
3463,44,Feminino,Jeans,Roupas,73,Michigan,L,Oliva,Primavera,4.5,Não,Transferência Bancária,Padrão,Não,Não,34,Cartão de Crédito,A cada 3 meses
3464,27,Feminino,Joia,Acessórios,27,Maine,M,Amarelo,Outono,2.8,Não,Cartão de Débito,Envio em 2 dias,Não,Não,45,PayPal,Quinzenal
3465,36,Feminino,Casaco,Agasalhos,59,Utah,S,Pêssego,Inverno,2.7,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,12,PayPal,Anualmente
3466,19,Feminino,Mochila,Acessórios,53,Iowa,M,Ouro,Primavera,3.4,Não,Transferência Bancária,Padrão,Não,Não,31,Cartão de Débito,Semanalmente
3467,49,Feminino,Meias,Roupas,42,Maryland,S,Roxo,Verão,4.6,Não,Cartão de Débito,Padrão,Não,Não,43,Transferência Bancária,Anualmente
3468,18,Feminino,Lenço,Acessórios,45,Texas,M,Carvão,Outono,5.0,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,5,Cartão de Crédito,Anualmente
3469,36,Feminino,Oculos de sol,Acessórios,89,Ohio,S,Índigo,Inverno,3.5,Não,Cartão de Crédito,Padrão,Não,Não,36,Cartão de Débito,Trimestral
3470,36,Feminino,Meias,Roupas,85,North Dakota,L,Magenta,Outono,3.3,Não,Transferência Bancária,Retirada na loja,Não,Não,12,Dinheiro,Anualmente
3471,19,Feminino,Casaco,Agasalhos,69,West Virginia,S,Oliva,Verão,4.5,Não,Dinheiro,Frete grátis,Não,Não,31,Dinheiro,Bimensalmente
3472,43,Feminino,Sandálias,Calçados,66,North Carolina,S,Azul,Primavera,3.1,Não,Dinheiro,Retirada na loja,Não,Não,31,Dinheiro,Bimensalmente
3473,31,Feminino,Blusa,Roupas,42,Georgia,S,Branco,Verão,4.0,Não,Transferência Bancária,Frete grátis,Não,Não,15,Cartão de Débito,Semanalmente
3474,63,Feminino,Vestido,Roupas,40,Kansas,M,Ciano,Primavera,2.5,Não,Cartão de Crédito,Expresso,Não,Não,11,Dinheiro,Semanalmente
3475,41,Feminino,Calça,Roupas,82,Maine,M,Ciano,Inverno,4.4,Não,PayPal,Retirada na loja,Não,Não,18,Venmo,Por mês
3476,48,Feminino,Tênis,Calçados,88,South Carolina,M,Laranja,Primavera,4.4,Não,Cartão de Débito,Expresso,Não,Não,9,Dinheiro,Trimestral
3477,68,Feminino,Botas,Calçados,99,South Carolina,XL,Laranja,Verão,3.2,Não,Cartão de Crédito,Frete grátis,Não,Não,11,Dinheiro,Semanalmente
3478,53,Feminino,Bolsa,Acessórios,85,Kentucky,S,Azul-petrolio,Primavera,3.8,Não,PayPal,Retirada na loja,Não,Não,38,Cartão de Débito,Bimensalmente
3479,36,Feminino,Bolsa,Acessórios,57,Arizona,M,Magenta,Outono,4.6,Não,PayPal,Retirada na loja,Não,Não,42,PayPal,Trimestral
3480,46,Feminino,Suéter,Roupas,56,New York,S,Laranja,Verão,4.9,Não,PayPal,Padrão,Não,Não,41,Dinheiro,Por mês
3481,21,Feminino,Sandálias,Calçados,79,New Hampshire,L,Pêssego,Inverno,3.5,Não,Dinheiro,Frete grátis,Não,Não,45,PayPal,Por mês
3482,52,Feminino,Meias,Roupas,67,Ohio,S,Marrom,Verão,3.4,Não,Cartão de Crédito,Retirada na loja,Não,Não,41,Cartão de Débito,Bimensalmente
3483,66,Feminino,Luvas,Acessórios,61,Hawaii,M,Ouro,Inverno,3.9,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,35,Cartão de Débito,Semanalmente
3484,19,Feminino,Capuz,Roupas,37,Texas,L,Branco,Inverno,3.9,Não,Venmo,Expresso,Não,Não,21,Cartão de Crédito,A cada 3 meses
3485,44,Feminino,Vestido,Roupas,75,Illinois,L,Cinza,Outono,4.2,Não,Cartão de Débito,Frete grátis,Não,Não,13,Cartão de Crédito,Bimensalmente
3486,50,Feminino,Camisa,Roupas,21,Massachusetts,XL,Marrom,Inverno,3.4,Não,Cartão de Débito,Padrão,Não,Não,23,Cartão de Débito,Quinzenal
3487,51,Feminino,Shorts,Roupas,89,North Carolina,L,Carvão,Inverno,4.9,Não,Cartão de Débito,Padrão,Não,Não,6,PayPal,Semanalmente
3488,25,Feminino,Sandálias,Calçados,24,West Virginia,L,Bege,Outono,2.9,Não,Cartão de Débito,Retirada na loja,Não,Não,39,Transferência Bancária,Anualmente
3489,62,Feminino,Suéter,Roupas,27,Delaware,XL,Azul-petrolio,Primavera,4.9,Não,Dinheiro,Retirada na loja,Não,Não,7,Dinheiro,Trimestral
3490,48,Feminino,Vestido,Roupas,26,Idaho,L,Preto,Verão,4.6,Não,Transferência Bancária,Envio em 2 dias,Não,Não,32,PayPal,A cada 3 meses
3491,62,Feminino,Botas,Calçados,82,Oregon,M,Violeta,Primavera,3.6,Não,Venmo,Retirada na loja,Não,Não,43,Cartão de Crédito,Trimestral
3492,22,Feminino,Calça,Roupas,28,Maine,M,Laranja,Inverno,4.3,Não,Transferência Bancária,Expresso,Não,Não,15,Dinheiro,Por mês
3493,48,Feminino,Luvas,Acessórios,65,South Dakota,M,Turquesa,Outono,4.6,Não,PayPal,Padrão,Não,Não,48,Transferência Bancária,Anualmente
3494,48,Feminino,Calça,Roupas,82,New Mexico,XL,Preto,Inverno,4.7,Não,Dinheiro,Retirada na loja,Não,Não,35,Cartão de Crédito,Semanalmente
3495,62,Feminino,Lenço,Acessórios,38,Washington,M,Prata,Inverno,3.5,Não,Cartão de Crédito,Frete grátis,Não,Não,41,PayPal,Trimestral
3496,24,Feminino,Shorts,Roupas,33,Georgia,XL,Cinza,Primavera,2.8,Não,Cartão de Débito,Frete grátis,Não,Não,14,Dinheiro,Semanalmente
3497,39,Feminino,Sapatos,Calçados,38,Idaho,M,Rosa,Verão,4.0,Não,Dinheiro,Frete grátis,Não,Não,22,PayPal,Por mês
3498,35,Feminino,Bolsa,Acessórios,48,Colorado,M,Vermelho,Primavera,4.3,Não,PayPal,Retirada na loja,Não,Não,16,Venmo,A cada 3 meses
3499,47,Feminino,Sandálias,Calçados,35,Kentucky,M,Lavanda,Verão,3.8,Não,PayPal,Padrão,Não,Não,2,Transferência Bancária,Bimensalmente
3500,22,Feminino,Meias,Roupas,29,New Jersey,L,Índigo,Outono,3.0,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,13,PayPal,A cada 3 meses
3501,38,Feminino,Camisa,Roupas,48,Oregon,S,Prata,Outono,4.6,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,38,Cartão de Débito,Quinzenal
3502,53,Feminino,Sapatos,Calçados,87,Nebraska,M,Prata,Outono,4.8,Não,Transferência Bancária,Padrão,Não,Não,43,Transferência Bancária,Semanalmente
3503,31,Feminino,Mochila,Acessórios,62,Massachusetts,M,Verde,Outono,4.7,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,26,Transferência Bancária,Trimestral
3504,31,Feminino,Camisa,Roupas,96,Nebraska,M,Rosa,Primavera,3.9,Não,Dinheiro,Frete grátis,Não,Não,39,Dinheiro,Semanalmente
3505,65,Feminino,Bolsa,Acessórios,41,Hawaii,S,Violeta,Outono,4.0,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,50,Venmo,Por mês
3506,48,Feminino,Joia,Acessórios,42,Indiana,L,Vermelho,Inverno,3.7,Não,Dinheiro,Envio em 2 dias,Não,Não,40,Transferência Bancária,A cada 3 meses
3507,18,Feminino,Camisa,Roupas,57,Illinois,L,Oliva,Inverno,3.7,Não,Venmo,Envio em 2 dias,Não,Não,12,Dinheiro,Quinzenal
3508,46,Feminino,Bolsa,Acessórios,65,Colorado,S,Roxo,Primavera,4.2,Não,Transferência Bancária,Retirada na loja,Não,Não,33,Cartão de Crédito,A cada 3 meses
3509,52,Feminino,Calça,Roupas,54,Pennsylvania,M,Cinza,Outono,4.7,Não,Venmo,Padrão,Não,Não,49,Transferência Bancária,Semanalmente
3510,50,Feminino,Camiseta,Roupas,22,Ohio,L,Marrom,Inverno,4.3,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,43,Venmo,Bimensalmente
3511,49,Feminino,Tênis,Calçados,96,Pennsylvania,S,Laranja,Outono,4.9,Não,Cartão de Crédito,Envio em 2 dias,Não,Não,14,Venmo,Por mês
3512,69,Feminino,Joia,Acessórios,81,Mississippi,M,Azul,Verão,3.9,Não,Venmo,Envio em 2 dias,Não,Não,21,Cartão de Crédito,A cada 3 meses
3513,36,Feminino,Camisa,Roupas,46,Kentucky,M,Branco,Outono,3.4,Não,Transferência Bancária,Frete grátis,Não,Não,31,Cartão de Débito,Trimestral
3514,30,Feminino,Blusa,Roupas,74,Alaska,XL,Carvão,Primavera,4.2,Não,Transferência Bancária,Retirada na loja,Não,Não,29,Cartão de Crédito,Quinzenal
3515,25,Feminino,Tênis,Calçados,50,Georgia,XL,Cinza,Inverno,4.7,Não,Venmo,Expresso,Não,Não,32,Dinheiro,Por mês
3516,19,Feminino,Vestido,Roupas,80,South Dakota,XL,Carvão,Inverno,4.0,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,16,Cartão de Débito,Bimensalmente
3517,34,Feminino,Botas,Calçados,56,South Carolina,S,Branco,Verão,4.0,Não,Venmo,Frete grátis,Não,Não,38,PayPal,Bimensalmente
3518,29,Feminino,Saia,Roupas,69,Tennessee,M,Laranja,Inverno,3.1,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,34,Cartão de Débito,A cada 3 meses
3519,50,Feminino,Camisa,Roupas,97,Colorado,M,Preto,Primavera,4.2,Não,Transferência Bancária,Padrão,Não,Não,30,PayPal,Trimestral
3520,31,Feminino,Shorts,Roupas,66,Wisconsin,M,Branco,Inverno,3.7,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,14,Transferência Bancária,Quinzenal
3521,41,Feminino,Chapéu,Acessórios,70,Georgia,S,Marrom,Primavera,3.1,Não,PayPal,Expresso,Não,Não,33,Transferência Bancária,Por mês
3522,52,Feminino,Sapatos,Calçados,50,Maryland,M,Rosa,Inverno,3.7,Não,Cartão de Crédito,Retirada na loja,Não,Não,35,Venmo,Semanalmente
3523,27,Feminino,Calça,Roupas,85,New Jersey,M,Amarelo,Primavera,3.2,Não,Transferência Bancária,Retirada na loja,Não,Não,13,Dinheiro,Trimestral
3524,49,Feminino,Mochila,Acessórios,59,Nevada,M,Ciano,Verão,2.8,Não,PayPal,Padrão,Não,Não,30,Dinheiro,Quinzenal
3525,69,Feminino,Calça,Roupas,74,Michigan,L,Prata,Verão,2.9,Não,Cartão de Crédito,Frete grátis,Não,Não,30,Cartão de Crédito,Por mês
3526,45,Feminino,Oculos de sol,Acessórios,38,Wyoming,L,Oliva,Inverno,3.5,Não,PayPal,Padrão,Não,Não,47,Transferência Bancária,Anualmente
3527,20,Feminino,Suéter,Roupas,99,Massachusetts,M,Oliva,Primavera,3.8,Não,PayPal,Expresso,Não,Não,1,PayPal,A cada 3 meses
3528,25,Feminino,Blusa,Roupas,97,Washington,S,Carvão,Primavera,4.7,Não,Dinheiro,Frete grátis,Não,Não,1,Dinheiro,Semanalmente
3529,38,Feminino,Lenço,Acessórios,67,Maine,L,Cinza,Verão,4.5,Não,Dinheiro,Frete grátis,Não,Não,33,PayPal,Anualmente
3530,55,Feminino,Camiseta,Roupas,20,Montana,S,Marrom,Inverno,3.9,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,43,Transferência Bancária,Semanalmente
3531,62,Feminino,Oculos de sol,Acessórios,45,Oklahoma,L,Preto,Primavera,3.4,Não,Transferência Bancária,Expresso,Não,Não,37,PayPal,Semanalmente
3532,54,Feminino,Sapatos,Calçados,52,North Dakota,XL,Violeta,Inverno,4.6,Não,Cartão de Crédito,Envio em 2 dias,Não,Não,23,Dinheiro,Trimestral
3533,61,Feminino,Calça,Roupas,68,Connecticut,L,Índigo,Outono,4.6,Não,Cartão de Crédito,Padrão,Não,Não,12,Cartão de Crédito,Anualmente
3534,50,Feminino,Tênis,Calçados,98,Texas,L,Amarelo,Outono,4.7,Não,Venmo,Padrão,Não,Não,30,Venmo,Quinzenal
3535,65,Feminino,Sapatos,Calçados,83,Delaware,M,Cinza,Outono,3.2,Não,Venmo,Expresso,Não,Não,7,Dinheiro,Semanalmente
3536,68,Feminino,Shorts,Roupas,51,Mississippi,M,Vermelho,Verão,5.0,Não,Transferência Bancária,Expresso,Não,Não,20,Cartão de Débito,Por mês
3537,55,Feminino,Bolsa,Acessórios,21,Minnesota,L,Pêssego,Primavera,4.5,Não,Venmo,Expresso,Não,Não,10,Venmo,Por mês
3538,57,Feminino,Bolsa,Acessórios,92,Georgia,M,Cinza,Primavera,3.5,Não,Venmo,Padrão,Não,Não,40,Cartão de Crédito,A cada 3 meses
3539,56,Feminino,Sapatos,Calçados,63,Iowa,S,Branco,Primavera,4.5,Não,Venmo,Retirada na loja,Não,Não,21,Venmo,Por mês
3540,29,Feminino,Joia,Acessórios,56,New York,S,Verde,Primavera,3.2,Não,Venmo,Expresso,Não,Não,17,Cartão de Crédito,Bimensalmente
